,times,gauss,flat
96,7.2326338964835335,0.2557636509893132,0.28748164016221595
97,7.934096665797492,0.2569887947505451,0.2869572427591168
98,8.703591361485165,0.25814029973739216,0.2864695045519938
99,9.547716114208056,0.2592315694893945,0.2860296226139871
100,10.473708979594486,0.2602563778779595,0.28561536580435126
101,11.489510001873086,0.261227140193197,0.28524162691548305
102,12.603829296797274,0.26214222114253527,0.28488702086259854
103,13.826221737646563,0.2630059978322508,0.28456542092236803
104,15.16716888470924,0.2638225039241312,0.2842604747155851
105,16.638168860761272,0.2645950897990196,0.28398026319963465
106,18.251834943190424,0.26532198335681706,0.28371754690052636
107,20.022003718155844,0.26600936447139517,0.2834698883578954
108,21.963853724165467,0.26666014554767326,0.2832442848780133
109,24.09403560239527,0.2672755585538829,0.28302394120042224
110,26.430814869741084,0.2678572525989206,0.28282138133364093
111,28.99422853882875,0.2684062827621598,0.28263001418457206
112,31.80625692794119,0.26892827830708965,0.2824520239242626
113,34.891012134067736,0.2694182448857757,0.2822749512404775
114,38.27494478516315,0.26988646208103617,0.2821209110238538
115,41.987070844439145,0.2703256478454885,0.28197128581052594
116,46.05922041145104,0.2707452444009337,0.28183850616023287
117,50.526310653356795,0.2711430906132735,0.2816942927026033
118,55.42664520663107,0.2715207411669109,0.28157665326720377
119,60.80224261649427,0.2718767235899411,0.28144559320451235
120,66.69919663030129,0.272214022705038,0.28132618640938867
121,73.16807143427191,0.27253366534288564,0.2812239703721828
122,80.26433522257173,0.2728425546535706,0.28112992785333973
123,88.04883581643465,0.2731277406590399,0.2810359820417241
124,96.58832241158709,0.27340072030439017,0.28092626055163344
125,105.95601792776169,0.2736627587172267,0.2808400141443416
126,116.23224686798518,0.2739104554060907,0.28076093113804373
127,127.5051240713013,0.27414676774517693,0.28068013014129967
128,139.87131026472386,0.27437205713968793,0.28059498907542724
129,153.43684089300132,0.2745844330084067,0.2805206943624631
130,168.31803533309582,0.2747862170046734,0.2804527634297818
131,184.64249428955426,0.2749793685491008,0.28039146558350125
132,202.55019392306664,0.2751613382573671,0.28032760385122507
133,222.19468609395238,0.27533416806940453,0.28026708370339126
134,243.74441501222216,0.2755008089706348,0.2802192487278295
135,267.3841615839949,0.2756579680907595,0.28015292018842736
136,293.31662783900424,0.27580801260949106,0.2801023848566388
137,321.76417502507354,0.27595265734355573,0.28005548894825477
138,352.970730273065,0.27609075054921034,0.28000665372846406
139,387.20387818125573,0.27621921290398355,0.27995928704334483
140,424.75715525369026,0.2763422835654581,0.279911891637212
141,465.9525668664677,0.27646056136480956,0.279884613147041
142,511.1433483440166,0.2765711508298888,0.2798340384928871
143,560.7169938205458,0.27668146603622124,0.27980766162641907
144,615.0985788580504,0.27678257879568474,0.27977017470931803
145,674.75440531107,0.27688195247494274,0.2797375892326402
146,740.1959996915638,0.2769737519259715,0.27969211737261684
147,811.9844993184008,0.27706411884322957,0.2796714693355526
148,890.735463861044,0.27714550656591974,0.2796270752649862
149,977.1241535346502,0.27722597891022116,0.27961646893498904
150,1071.8913192051284,0.2773029188884458,0.2795711823045461
151,1175.849554052158,0.277374676172703,0.2795375310405084
152,1289.890261253308,0.27744925278209875,0.2795230407074879
153,1414.9912974345757,0.27751300735181694,0.27949344900667744
154,1552.225357427048,0.2775814445800957,0.27947540688494943
155,1702.7691722259012,0.27764117869302796,0.2794662647213534
156,1867.9135990207847,0.2776958456159188,0.27942584923429814
157,2049.074689815846,0.2777545898808968,0.2793913562407442
158,2247.8058335487253,0.2778054741147838,0.2793918674367956
159,2465.811075822604,0.2778562669121808,0.2793624922425082
160,2704.959730463137,0.27790416191636275,0.27935157102513564
161,2967.302408188873,0.27795352541449636,0.27934118470622704
162,3255.0885998350564,0.27799718774902843,0.2793293298201406
163,3570.7859649004627,0.2780387543319812,0.27930776235261345
164,3917.1014908092607,0.278080170529163,0.27928493631814244
165,4297.004704320843,0.27811843449359464,0.27926622614581476
166,4713.753134116729,0.2781546793758566,0.279273205735616
167,5170.920242896755,0.27818840227039987,0.27925119796942827
168,5672.426068491977,0.2782245725220056,0.2792461815967482
169,6222.570836730231,0.27825777142251523,0.2792185738147542
170,6826.071834272392,0.2782858542399948,0.27921016090582174
171,7488.10385759003,0.2783140875054811,0.27921751326889827
172,8214.343584919421,0.27834319028555504,0.27920343084624644
173,9011.018251665018,0.27836794371920215,0.2791747580818045
174,9884.959046625585,0.27839448764334535,0.27918115367923585
175,10843.659686896108,0.2784214516433294,0.2791598079265197
176,11895.34067370321,0.2784415879018672,0.27915329169934305
177,13049.019780144015,0.2784671382550319,0.2791488225165843
178,14314.589375234784,0.27848868074779504,0.27913375835126797
179,15702.901247293776,0.27850956818061484,0.27912358022426936
180,17225.859653987874,0.2785270501607822,0.2791069243744486
181,18896.523396912115,0.2785429943765342,0.27911781979195854
182,20729.217795953697,0.27855964925420346,0.2790992765412205
183,22739.657523579273,0.2785835114068281,0.27910740320580224
184,24945.081352303165,0.2785975165879358,0.27911432766197686
185,27364.39997074672,0.27861243338660824,0.27910905330549457
186,30018.35813575592,0.27863088020818527,0.2790947295558243
