,time,density
144,91158.88299750836,0.9997702114582918
145,103532.18432956615,0.9997951302164304
146,117584.95540521582,0.9998170928173162
147,133545.1562929903,0.999836842753165
148,151671.6888470924,0.9998546597890007
149,172258.5965398791,0.9998702663551029
150,195639.8343517065,0.9998841558611279
151,222194.68609395283,0.9998967262507856
152,252353.9170434766,0.9999081358496572
153,286606.7616948256,0.9999181818036205
154,325508.8599835056,0.9999268576352662
155,369691.27071950317,0.9999345372944624
156,419870.70844439225,0.999941447695405
157,476861.1697714474,0.9999476260691043
158,541587.1378079487,0.9999531582884477
159,615098.5788580504,0.9999581025506443
160,698587.9746785263,0.9999624325285741
161,793409.6665797492,0.9999662172413235
162,901101.8251665037,0.9999695750131088
163,1023411.4021054527,0.9999725287808903
164,1162322.4686798542,0.9999753128611463
