,times,0,1,20
0,0.001,0.002876760804853146,0.0014405343637990018,0.0014405343637990018
1,0.0011097524964120721,0.0031914450633288315,0.0015983738931997736,0.0015983738931997736
2,0.0012315506032928262,0.0035404250984091045,0.0017734759893424821,0.0017734759893424821
3,0.0013667163564620058,0.0039274093498077025,0.001967721246846224,0.001967721246846224
4,0.0015167168884709225,0.004356500516726794,0.0021831934285048223,0.0021831934285048223
5,0.0016831803533309566,0.004832235918423336,0.0024222010246260505,0.0024222010246260505
6,0.0018679135990207828,0.005359631630588307,0.002687301003811512,0.002687301003811512
7,0.002072921779595372,0.005944230661131329,0.0029813249627538363,0.0029813249627538363
8,0.002300430119772917,0.006592155433500389,0.0033074078945823033,0.0033074078945823033
9,0.0025529080682395165,0.007310164828506785,0.003669019794726321,0.003669019794726321
10,0.002833096101839324,0.00810571603141734,0.004070000357440899,0.004070000357440899
11,0.0031440354715914997,0.008987031380597811,0.004514597005374916,0.004514597005374916
12,0.0034891012134067737,0.009963170396129088,0.005007506522284857,0.005007506522284857
13,0.0038720387818125574,0.011044107076149624,0.0055539205464402806,0.0055539205464402806
14,0.004297004704320844,0.01224081249136783,0.00615957519697883,0.00615957519697883
15,0.004768611697714469,0.013565342576958217,0.006830805098187942,0.006830805098187942
16,0.005291978735958442,0.015030930885237754,0.007574602047676291,0.007574602047676291
17,0.005872786613189483,0.016652085927958048,0.0083986785608662,0.0083986785608662
18,0.00651733960488242,0.018444693781422095,0.009311536483774148,0.009311536483774148
19,0.007232633896483534,0.020426119835311816,0.010322540823179035,0.010322540823179035
20,0.008026433522257174,0.022615314715897634,0.011441999016117432,0.011441999016117432
21,0.00890735463861044,0.02503292096118267,0.012681245815273393,0.012681245815273393
22,0.009884959046625586,0.02770137686775194,0.014052731498008949,0.014052731498008949
23,0.010969857978923834,0.030645015546902656,0.015570116742013062,0.015570116742013062
24,0.012173827277396614,0.03389015545965257,0.017248371444291026,0.017248371444291026
25,0.01350993521198027,0.03746517797521193,0.019103877063787116,0.019103877063787116
26,0.014992684327860457,0.041400591454361646,0.021154531571619842,0.021154531571619842
27,0.01663816886076129,0.04572906738034505,0.023419855201263426,0.023419855201263426
28,0.018464249428955443,0.050485446144969554,0.02592109617977714,0.02592109617977714
29,0.020490746898158472,0.055706702079590206,0.02868133422694443,0.02868133422694443
30,0.022739657523579287,0.06143185568311663,0.031725576696356866,0.031725576696356866
31,0.02523539170434766,0.06770185461734102,0.03508084570271,0.03508084570271
32,0.02800503894183631,0.07455934073422223,0.038776251104750914,0.038776251104750914
33,0.03107866187782014,0.08204837618988103,0.04284304370940741,0.04284304370940741
34,0.03448962260405758,0.09021408927142728,0.04731464173892708,0.04731464173892708
35,0.03827494478516313,0.09910218112418338,0.05222662183786007,0.05222662183786007
36,0.04247571552536898,0.10875829704158285,0.0576166669268574,0.0576166669268574
37,0.047137531341167244,0.11922733302824433,0.06352448757529376,0.06352448757529376
38,0.05231099308056263,0.13055257792357639,0.06999162721249913,0.06999162721249913
39,0.05805225516094899,0.14277485853233388,0.07706125414667898,0.07706125414667898
40,0.06442363508721373,0.15593128026725267,0.08477785776713803,0.08477785776713803
41,0.0714942898659758,0.17005403051996032,0.09318682833388046,0.09318682833388046
42,0.07934096665797491,0.18516929473732788,0.10233390864555218,0.10233390864555218
43,0.08804883581643463,0.20129570081278086,0.11226457695058788,0.11226457695058788
44,0.097712415353465,0.21844305567994043,0.12302325894110779,0.12302325894110779
45,0.10843659686896108,0.2366110352929696,0.1346525671014681,0.1346525671014681
46,0.12033778407775894,0.25578773770623403,0.1471921422906058,0.1471921422906058
47,0.13354515629298985,0.2759489852223302,0.1606775025763984,0.1606775025763984
48,0.14820207057988585,0.2970570996465818,0.1751389679369338,0.1751389679369338
49,0.16446761779946645,0.319060472405558,0.19060028073971233,0.19060028073971233
50,0.18251834943190445,0.3418935252989181,0.20707714476807018,0.20707714476807018
51,0.20255019392306664,0.3654765057101347,0.22457611365506008,0.22457611365506008
52,0.22478058335487253,0.3897166126431343,0.24309288652393618,0.24309288652393618
53,0.24945081352303167,0.41450880351524455,0.2626115892230714,0.2626115892230714
54,0.27682866303920667,0.4397374293052575,0.28310338837659343,0.28310338837659343
55,0.3072112998861759,0.4652781403136227,0.3045259298034265,0.3045259298034265
56,0.3409285069746814,0.49100045128893505,0.3268227203705444,0.3268227203705444
57,0.3783462617131929,0.5167700013238126,0.3499233285643544,0.3499233285643544
58,0.419870708444391,0.542451538219697,0.3737434338693743,0.3737434338693743
59,0.4659525668664682,0.5679116500641993,0.39818584403915536,0.39818584403915536
60,0.517092024289676,0.5930213462441366,0.42314159330974843,0.42314159330974843
61,0.5738441648302398,0.6176587221553204,0.4484919334813207,0.4484919334813207
62,0.6368249944718586,0.6417111373260866,0.4741100899393614,0.4741100899393614
63,0.7067181273927491,0.6650770927589702,0.49986389500769096,0.49986389500769096
64,0.7842822061337681,0.6876676156623571,0.5256184547080203,0.5256184547080203
65,0.8703591361485166,0.7094072324776973,0.5512387444776535,0.5512387444776535
66,0.9658832241158709,0.7302344959728609,0.5765925548415002,0.5765925548415002
67,1.0718913192051274,0.7501020737763177,0.6015531427319495,0.6015531427319495
68,1.1895340673703194,0.7689764370122231,0.6260015567088724,0.6260015567088724
69,1.320088400831418,0.7868371976931584,0.6498287588787468,0.6498287588787468
70,1.4649713983072865,0.8036761510053209,0.6729374116279986,0.6729374116279986
71,1.625755666443795,0.8194961114566779,0.695243100313411,0.695243100313411
72,1.8041864093920719,0.8343097099257695,0.7166751636798997,0.7166751636798997
