,times,d=0,d=1,d=20
73,2.0022003718155843,0.11100245247156798,0.141207945094889,0.19982377488595324
74,2.221946860939524,0.10113477301171973,0.12944689334942222,0.18369175240022698
75,2.4658110758226037,0.09205345732977689,0.11854500600195379,0.16858769338924923
76,2.7364399970746716,0.08371164735589776,0.10846056773975456,0.1544905261608283
77,3.0367711180354604,0.07606244141253224,0.09915011051895853,0.14137171245633706
78,3.370064329271928,0.0690595079243905,0.09056925706221325,0.12919667519017924
79,3.739937302478798,0.06265759534379561,0.08267344178236319,0.1179261511150936
80,4.150404757850477,0.056812929903890204,0.07541852091735156,0.10751741948182919
81,4.605922041145108,0.051483505490505496,0.06876126157097319,0.09792542170657897
82,5.1114334834401705,0.04662930057060047,0.0626597206735431,0.08910372519681432
83,5.672426068491978,0.042212414997973575,0.057073543571104134,0.08100537148544601
84,6.294988990221888,0.038197150032220385,0.05196417091454611,0.07358359134889447
85,6.9858797467852485,0.03455004152166402,0.04729498750748434,0.06679237715561039
86,7.752597488629465,0.031239851961382552,0.0430314120300705,0.06058695193364453
87,8.603464416684508,0.028237530458876045,0.0391409378108748,0.05492411989673161
88,9.547716114208066,0.025516148378019264,0.03559313435512246,0.0497625341166745
89,10.59560179277617,0.023050817175933512,0.03235961788399212,0.045062886533020936
90,11.758495540521583,0.020818593774768187,0.029413998342785682,0.0407880279093638
91,13.049019780144016,0.01879837777386171,0.02673181155862467,0.03690302909459871
92,14.48118227674533,0.016970803934126998,0.02429043507728206,0.03337519427897949
93,16.070528182616385,0.015318132657820381,0.022068996669396997,0.030174045248911877
94,17.834308769319094,0.013824140624737673,0.020048277529893743,0.027271269321192823
95,19.791668678535572,0.01247401329794268,0.018210612745110544,0.024640648899897095
96,21.963853724165467,0.011254240640040426,0.016539791207418435,0.022257975140445814
97,24.37444150122222,0.010152517048932407,0.01502095663042233,0.020100950280563797
98,27.04959730463137,0.009157646204104905,0.013640511240295937,0.018149082833134413
99,30.01835813575592,0.008259451200393194,0.012386023768875735,0.0163835789923835
100,33.312947879346765,0.007448690042874989,0.011246138502580692,0.014787232889185448
101,36.96912707195032,0.006716976306936468,0.010210492049934234,0.013344317733210037
102,41.0265810582719,0.006056704564742755,0.009269634461507867,0.012040479380414047
103,45.52935074866948,0.005460980150048581,0.008414954795544567,0.010862633442991473
104,50.526310653356795,0.004923559187756411,0.007638610688496677,0.009798866697438093
105,56.071699382054575,0.004438788723706854,0.0069334612271938455,0.008838343234403424
106,62.22570836730232,0.0040015556522038035,0.006293005574128178,0.00797121572254264
107,69.0551352016233,0.0036072374580168897,0.005711332964682661,0.007188544930811518
108,76.63410868007462,0.003251650297459173,0.005183068280011848,0.006482219432764846
109,85.04489341802686,0.0029310110722410004,0.00470332968019529,0.005844885596720476
110,94.37878277775391,0.002641903288266323,0.004267676019552254,0.005269882171825246
111,104.73708979594508,0.0023812464839410453,0.0038720665134464893,0.004751177474288717
112,116.23224686798541,0.0021462531612558493,0.003512832854077515,0.00428330940686335
113,128.9890261253308,0.0019344028002280225,0.0031866493557040697,0.0038613345222768256
114,143.14589375234786,0.001743425826125339,0.0028904884278181334,0.0034807836656984875
115,158.85651294280527,0.0015712776480123038,0.0026215942313049206,0.0031376192403360726
116,176.2914118095948,0.0014161014305039302,0.002377471461511472,0.0028281940035876033
117,195.63983435170647,0.001276228392130917,0.0021558571343021815,0.002549205241364484
118,217.11179456945052,0.0011501594286548995,0.0019546810832817914,0.0022976715433112443
119,240.9403560239527,0.0010365284542137615,0.001772072444267071,0.0020709055969040575
120,267.3841615839949,0.0009341121893628715,0.0016063373459705617,0.0018664815690189421
121,296.73024081888724,0.0008418105041745503,0.001455920072183536,0.0016822006689109186
122,329.29712550971544,0.0007586184844733746,0.001319421687311747,0.001516084340334231
123,365.43830709572546,0.000683645144057115,0.0011955689853239118,0.0013663536601263371
124,405.54607358408276,0.000616076186164828,0.0010831934210715902,0.0012313905179958033
125,450.05576757004974,0.0005551798055551738,0.0009812534206753197,0.0011097414678939068
126,499.45051158551405,0.0005003034604944055,0.0008887817310707773,0.0010001023617140661
127,554.2664520663106,0.00045084460260114357,0.000804912902379797,0.0009012826447464347
128,615.0985788580504,0.00040627746272501914,0.0007288581602902792,0.0008122192377847362
129,682.6071834272393,0.000366110590365296,0.0006598918971440089,0.0007319532896781224
130,757.525025877192,0.00032991674389710817,0.0005973719010427286,0.0006596100998955539
131,840.6652885618333,0.0002972973918232025,0.0005406922374843582,0.0005944169521868325
132,932.9304026284696,0.000267904338053744,0.0004893264429426809,0.0005356609835391439
133,1035.3218432956637,0.00024141503370287088,0.000442771903917904,0.00048271092472765157
134,1148.9510001873086,0.00021754572146557685,0.00040059504409647653,0.00043499364934767963
135,1275.0512407130127,0.00019603463090045987,0.0003623798682375674,0.00039198906330822946
136,1414.9912974345757,0.0001766518010859011,0.00032776946823425936,0.0003532380299732755
137,1570.2901247293776,0.00015918320844780483,0.0002964189508320984,0.00031831262829899395
138,1742.6333860096506,0.00014344426630135868,0.00026803564448301694,0.000286843666097887
139,1933.891750455232,0.00012925828613817263,0.00024233252331625862,0.0002584807152939413
140,2146.1411978584056,0.00011647858943414765,0.0002190708557284119,0.000232925937059209
141,2381.6855519761607,0.00010495850180846205,0.00019801099879533817,0.00020989289952190918
142,2643.081486974108,9.458162149284084e-05,0.00017895859071995923,0.00018914130881010776
143,2933.166278390049,8.522712623504789e-05,0.0001617145218639278,0.00017043689868840843
144,3255.0885998350564,7.680028948972205e-05,0.00014611833110608847,0.00015358600189633285
145,3612.3426997094302,6.920576751992121e-05,0.00013200875786099664,0.00013839710232276466
146,4008.806328898465,6.236117214712973e-05,0.00011924788645572053,0.00012471356753464266
147,4448.782831127585,5.619616646745623e-05,0.00010771113792247086,0.00011238015467641343
148,4937.047852839003,5.063709800954297e-05,9.727569505749055e-05,0.00010126796648440816
149,5478.901179593945,4.563118879748289e-05,8.784733535464236e-05,9.125428177314326e-05
150,6080.224261649427,4.111860804746621e-05,7.932042543605057e-05,8.222937267791952e-05
151,6747.5440531107,3.705151299249279e-05,7.161656907835359e-05,7.409963565579823e-05
152,7488.10385759003,3.3389456965729466e-05,6.465580487227402e-05,6.677009927279635e-05
153,8309.941949353404,3.0086078103810294e-05,5.83625351987148e-05,6.016919815075856e-05
154,9221.97882333434,2.7111480640008613e-05,5.268210220663201e-05,5.421817599589949e-05
155,10234.114021054527,2.443175550474256e-05,4.754719792133784e-05,4.8856608875063596e-05
156,11357.333583431051,2.201400506782122e-05,4.290961165137045e-05,4.402662168326297e-05
157,12603.829296797274,1.983839961593387e-05,3.8724565891234694e-05,3.967102151339793e-05
158,13987.131026472385,1.7877295760018295e-05,3.494063297811541e-05,3.5749720546698445e-05
159,15522.253574270479,1.6107930920417718e-05,3.152694564122714e-05,3.2214122690080345e-05
160,17225.859653987874,1.4516587649978198e-05,2.8446162353762048e-05,2.9027689300182547e-05
161,19116.440753857034,1.3081597632402483e-05,2.56606358926637e-05,2.6159120460010342e-05
162,21214.51784910632,1.1786573700624674e-05,2.3149930531834578e-05,2.357094322307179e-05
163,23542.864143224204,1.0622455981696289e-05,2.088412234588647e-05,2.1240257098477033e-05
164,26126.752255633317,9.57288476265845e-06,1.8835247402906828e-05,1.9141499315892024e-05
165,28994.22853882881,8.624781011857774e-06,1.6989843208765187e-05,1.7247046179814573e-05
166,32176.417502507356,7.772869898048446e-06,1.5325181189165003e-05,1.554217612240099e-05
167,35707.859649004626,7.005764758674076e-06,1.3819103460681648e-05,1.4006746023220165e-05
168,39626.88638701478,6.311637561430724e-06,1.2463148812091814e-05,1.2620097583392662e-05
169,43976.03609302721,5.687596774821755e-06,1.1241537441696483e-05,1.1372749393848897e-05
170,48802.515836544335,5.127127474093785e-06,1.0135344285279588e-05,1.0249779279907249e-05
171,54158.71378079476,4.619679923926478e-06,9.138849198832807e-06,9.234820565493666e-06
172,60102.76782070388,4.161931708741087e-06,8.242993955296282e-06,8.32179505811982e-06
173,66699.19663030129,3.751764523622008e-06,7.431976682510498e-06,7.500799095623715e-06
174,74019.59996915652,3.3820712898412656e-06,6.699292941130431e-06,6.758207607770599e-06
175,82143.43584919439,3.0463808072254083e-06,6.041790480091689e-06,6.089333225320419e-06
176,91158.88299750836,2.7450366626128624e-06,5.448985587233638e-06,5.488991390160021e-06
177,101163.7979766207,2.475448339387697e-06,4.910683532490341e-06,4.9465476817734525e-06
178,112266.77735108158,2.2311064683002205e-06,4.426853028454967e-06,4.456143148098096e-06
179,124588.3364295008,2.0092824253614815e-06,3.993355212774886e-06,4.016378644171405e-06
180,138262.2173764659,1.810896262493526e-06,3.6003811901579785e-06,3.6209923848017345e-06
181,153436.8408930013,1.6337624306007334e-06,3.2438572942076568e-06,3.261942087635351e-06
182,170276.91722258978,1.4723902883201545e-06,2.9246936606897347e-06,2.938829618923023e-06
183,188965.23396912115,1.325665036661917e-06,2.639073701425623e-06,2.6498234044665913e-06
184,209704.64013232305,1.194824620016885e-06,2.3787172988375386e-06,2.3888514741361682e-06
185,232720.2478960412,1.0785573766837018e-06,2.142595603865795e-06,2.1514080567576988e-06
186,258261.8760682675,9.724390597310594e-07,1.9319522451034907e-06,1.938573754641162e-06
187,286606.7616948256,8.751681359111037e-07,1.744081555655289e-06,1.7486768667035892e-06
188,318062.5692794119,7.884544257476994e-07,1.5720865831321794e-06,1.5764693783344183e-06
189,352970.73027306574,7.120378476839417e-07,1.415423110896057e-06,1.4194077949181016e-06
